paper,title,room,category
3154,SONAR: Long-Range Graph Propagation Through Information Waves,Room 1,deep_learning
3155,"No Loss, No Gain: Gated Refinement and Adaptive Compression for Prompt Optimization",Room 7,deep_learning
3156,Adjusting Initial Noise to Mitigate Memorization in Text-to-Image Diffusion Models,Room 2,deep_learning
3157,Regret Bounds for Adversarial Contextual Bandits with General Function Approximation and Delayed Feedback,Room 1,theory
3158,Fairness-aware Bayes Optimal Functional Classification,Room 9,social_and_economic_aspects_of_machine_learning
3159,Chain-of-Retrieval Augmented Generation,Room 12,applications
3160,Video-R1: Reinforcing Video Reasoning in MLLMs,Room 5,deep_learning
3161,Efficiently Maintaining the Multilingual Capacity of MCLIP in Downstream Cross-Modal Retrieval Tasks,Room 5,applications
3162,miniF2F-Lean Revisited: Reviewing Limitations and Charting a Path Forward,Room 7,machine_learning_for_sciences
3163,Towards Principled Unsupervised Multi-Agent Reinforcement Learning,Room 6,reinforcement_learning
3164,RAGRouter: Learning to Route Queries to Multiple Retrieval-Augmented Language Models,Room 12,deep_learning
3165,Continual Release Moment Estimation with Differential Privacy,Room 10,social_and_economic_aspects_of_machine_learning
3166,Approximation and Generalization Abilities of Score-based Neural Network Generative Models for Sub-Gaussian Distributions,Room 12,theory
3167,CORE: Reducing UI Exposure in Mobile Agents via Collaboration Between Cloud and Local LLMs,Room 3,deep_learning
3168,Oracle-Efficient Combinatorial Semi-Bandits,Room 1,theory
3169,FANS: A Flatness-Aware Network Structure for Generalization in Offline Reinforcement Learning,Room 12,reinforcement_learning
3170,DeepVideo-R1: Video Reinforcement Fine-Tuning via Difficulty-aware Regressive GRPO,Room 10,deep_learning
3171,Blockwise Flow Matching: Improving Flow Matching Models For Efficient High-Quality Generation,Room 2,deep_learning
3172,Layer-wise Update Aggregation with Recycling for Communication-Efficient Federated Learning,Room 10,deep_learning
3173,SilentStriker: Toward Stealthy Bit-Flip Attacks on Large Language Models,Room 10,deep_learning
3174,ViSpec: Accelerating Vision-Language Models with Vision-Aware Speculative Decoding,Room 9,deep_learning
3175,DP-LLM: Runtime Model Adaptation with Dynamic Layer-wise Precision Assignment,Room 11,deep_learning
3176,Towards Effective Federated Graph Foundation Model via Mitigating Knowledge Entanglement,Room 6,social_and_economic_aspects_of_machine_learning
3177,Universal Few-shot Spatial Control for Diffusion Models,Room 11,deep_learning
3178,Towards Multi-Table Learning: A Novel Paradigm for Complementarity Quantification and Integration,Room 7,deep_learning
3179,Heavy-Ball Momentum Method in Continuous Time and Discretization Error Analysis,Room 4,theory
3180,EAReranker: Efficient Embedding Adequacy Assessment for Retrieval Augmented Generation,Room 1,social_and_economic_aspects_of_machine_learning
3181,Synergy over Discrepancy: A Partition-Based Approach to Multi-Domain LLM Fine-Tuning,Room 8,deep_learning
3182,FedQS: Optimizing Gradient and Model Aggregation for Semi-Asynchronous Federated Learning,Room 10,general_machine_learning
3183,Whose Instructions Count? Resolving Preference Bias in Instruction Fine-Tuning,Room 11,deep_learning
3184,Aligning by Misaligning: Boundary-aware Curriculum Learning for Multimodal Alignment,Room 2,deep_learning
3185,Dual-Stage Value-Guided Inference with Margin-Based Reward Adjustment for Fast and Faithful VLM Captioning,Room 5,deep_learning
3186,Under the Shadow: Exploiting Opacity Variation for Fine-grained Shadow Detection,Room 5,applications
3187,Kernel Learning with Adversarial Features: Numerical Efficiency and Adaptive Regularization,Room 4,theory
3188,EchoShot: Multi-Shot Portrait Video Generation,Room 10,applications
3189,"QFFT, Question-Free Fine-Tuning for Adaptive Reasoning",Room 10,deep_learning
3190,Option-aware Temporally Abstracted Value for Offline Goal-Conditioned Reinforcement Learning,Room 12,reinforcement_learning
3191,Functional Scaling Laws in Kernel Regression: Loss Dynamics and Learning Rate Schedules,Room 3,theory
3192,KINDLE: Knowledge-Guided Distillation for Prior-Free Gene Regulatory Network Inference,Room 1,machine_learning_for_sciences
3193,GSRF: Complex-Valued 3D Gaussian Splatting for Efficient Radio-Frequency Data Synthesis,Room 1,applications
3194,Attention! Your Vision Language Model Could Be Maliciously Manipulated,Room 8,evaluation
3195,Conformal Prediction for Causal Effects of Continuous Treatments,Room 11,probabilistic_methods
3196,Glance2Gaze: Efficient Vision-Language Models from Glance Fusion to Gaze Compression,Room 1,deep_learning
3197,Sample Complexity of Distributionally Robust Average-Reward Reinforcement Learning,Room 6,reinforcement_learning
3198,MixSignGraph: A Sign Sequence is Worth Mixed Graphs of Nodes,Room 2,applications
3199,$\Delta \mathrm{Energy}$: Optimizing Energy Change During Vision-Language Alignment Improves both OOD Detection and OOD Generalization,Room 2,applications
3200,LoSplit: Loss-Guided Dynamic Split for Training-Time Defense Against Graph Backdoor Attacks,Room 6,deep_learning
3201,Multi-agent KTO: Enhancing Strategic Interactions of Large Language Model in Language Game,Room 3,applications
3202,Recurrent Self-Attention Dynamics: An Energy-Agnostic Perspective from Jacobians,Room 3,deep_learning
3203,Sharp Gaussian approximations for Decentralized Federated Learning,Room 10,theory
3204,X-Mahalanobis: Transformer Feature Mixing for Reliable OOD Detection,Room 6,general_machine_learning
3205,"Measure gradients, not activations! Enhancing neuronal activity in deep reinforcement learning",Room 6,reinforcement_learning
3206,Learning from Delayed Feedback in Games via Extra Prediction,Room 10,theory
3207,Effective Neural Approximations for Geometric Optimization Problems,Room 4,deep_learning
3208,Inexact Column Generation for Bayesian Network Structure Learning via Difference-of-Submodular Optimization,Room 1,probabilistic_methods
3209,Your Pre-trained LLM is Secretly an Unsupervised Confidence Calibrator,Room 3,general_machine_learning
3210,One Head to Rule Them All: Amplifying LVLM Safety through a Single Critical Attention Head,Room 2,social_and_economic_aspects_of_machine_learning
3211,DAPO : Improving Multi-Step Reasoning Abilities of Large Language Models with Direct Advantage-Based Policy Optimization,Room 10,reinforcement_learning
3212,Learning to Flow from Generative Pretext Tasks for Neural Architecture Encoding,Room 2,general_machine_learning
3213,MGUP: A Momentum-Gradient Alignment Update Policy for Stochastic Optimization,Room 7,optimization
3214,Unveiling the Power of Multiple Gossip Steps: A Stability-Based Generalization Analysis in Decentralized Training,Room 6,theory
3215,DSCS: Fast CPDAG-Based Verification of Collapsible Submodels in High-Dimensional Bayesian Networks,Room 1,probabilistic_methods
3216,OmniVCus: Feedforward Subject-driven Video Customization with Multimodal Control Conditions,Room 10,applications
3217,Unified Reinforcement and Imitation Learning for Vision-Language Models,Room 12,applications
3218,Risk-Averse Constrained Reinforcement Learning with Optimized Certainty Equivalents,Room 4,reinforcement_learning
3219,Adaptive Batch-Wise Sample Scheduling for Direct Preference Optimization,Room 11,general_machine_learning
3220,No-Regret Online Autobidding Algorithms in First-price Auctions,Room 12,theory
3221,Self-Supervised Contrastive Learning is Approximately Supervised Contrastive Learning,Room 12,deep_learning
3222,VideoRFT: Incentivizing Video Reasoning Capability in MLLMs via Reinforced Fine-Tuning,Room 5,deep_learning
3223,TabDPT: Scaling Tabular Foundation Models on Real Data,Room 7,deep_learning
3224,AF-UMC: An Alignment-Free Fusion Framework for Unaligned Multi-View Clustering,Room 5,general_machine_learning
3225,Nearly-Linear Time and Massively Parallel Algorithms for $k$-anonymity,Room 10,theory
3226,EnCompass: Enhancing Agent Programming with Search Over Program Execution Paths,Room 3,infrastructure
3227,Flow-Based Policy for Online Reinforcement Learning,Room 12,reinforcement_learning
3228,Language Models Are Capable of Metacognitive Monitoring and Control of Their Internal Activations,Room 9,social_and_economic_aspects_of_machine_learning
3229,Infinite-Width Limit of a Single Attention Layer: Analysis via Tensor Programs,Room 4,deep_learning
3230,SAFE: Multitask Failure Detection for Vision-Language-Action Models,Room 7,reinforcement_learning
3231,Touch in the Wild: Learning Fine-Grained Manipulation with a Portable Visuo-Tactile Gripper,Room 1,reinforcement_learning
3232,A Diffusion Model for Regular Time Series Generation from Irregular Data with Completion and Masking,Room 2,deep_learning
3233,Robustifying Learning-Augmented Caching Efficiently without Compromising 1-Consistency,Room 3,optimization
3234,TP-MDDN: Task-Preferenced Multi-Demand-Driven Navigation with Autonomous Decision-Making,Room 9,reinforcement_learning
3235,Enhancing Contrastive Learning with Variable Similarity,Room 12,general_machine_learning
3236,Towards Multiscale Graph-based Protein Learning with Geometric Secondary Structural Motifs,Room 2,machine_learning_for_sciences
3237,Contextual Online Pricing with (Biased) Offline Data,Room 4,general_machine_learning
3238,Orient Anything V2: Unifying Orientation and Rotation Understanding,Room 9,applications
3239,System Prompt Optimization with Meta-Learning,Room 7,deep_learning
3240,RAD: Training an End-to-End Driving Policy via Large-Scale 3DGS-based Reinforcement Learning,Room 2,applications
3241,Deep Edge Filter: Return of the Human-Crafted Layer in Deep Learning,Room 2,deep_learning
3242,A Closer Look at Graph Transformers: Cross-Aggregation and Beyond,Room 1,deep_learning
3243,Learning Stochastic Multiscale Models,Room 4,machine_learning_for_sciences
3244,FlowRefiner: A Robust Traffic Classification Framework against Label Noise,Room 1,applications
3245,$O(\sqrt{T})$ Static Regret and Instance Dependent Constraint Violation for Constrained Online Convex Optimization,Room 4,general_machine_learning
3246,Lattice Boltzmann Model for Learning Real-World Pixel Dynamicity,Room 5,applications
3247,Efficient Training-Free Online Routing for High-Volume Multi-LLM Serving,Room 1,infrastructure
3248,Latent Policy Barrier: Learning Robust Visuomotor Policies by Staying In-Distribution,Room 10,applications
3249,Lifelong Safety Alignment for Language Models,Room 7,social_and_economic_aspects_of_machine_learning
3250,Bigram Subnetworks: Mapping to Next Tokens in Transformer Language Models,Room 8,deep_learning
3251,Learning Gradient Boosted Decision Trees with Algorithmic Recourse,Room 3,social_and_economic_aspects_of_machine_learning
3252,Týr-the-Pruner: Structural Pruning LLMs via Global Sparsity Distribution Optimization,Room 7,deep_learning
3253,Constrained Linear Thompson Sampling,Room 12,theory
3254,SQL-R1: Training Natural Language to SQL Reasoning Model By Reinforcement Learning,Room 1,reinforcement_learning
3255,Zero-Shot Trajectory Planning for Signal Temporal Logic Tasks,Room 3,reinforcement_learning
3256,Training-free Detection of AI-generated images via Cropping Robustness,Room 5,social_and_economic_aspects_of_machine_learning
3257,TADA: Improved Diffusion Sampling with Training-free Augmented DynAmics,Room 11,deep_learning
3258,Gains: Fine-grained Federated Domain Adaptation in Open Set,Room 10,deep_learning
3259,CDFlow: Building Invertible Layers with Circulant and Diagonal Matrices,Room 4,deep_learning
3260,Beyond Accuracy: Dissecting Mathematical Reasoning for LLMs Under Reinforcement Learning,Room 10,evaluation
3261,"Minimax-Optimal Univariate Function Selection in Sparse Additive Models: Rates, Adaptation, and the Estimation-Selection Gap",Room 4,theory
3262,Learning Sparse Approximate Inverse Preconditioners for Conjugate Gradient Solvers on GPUs,Room 1,machine_learning_for_sciences
3263,Scaling Language-centric Omnimodal Representation Learning,Room 2,deep_learning
3264,Towards Unsupervised Open-Set Graph Domain Adaptation via Dual Reprogramming,Room 6,general_machine_learning
3265,BrainFlow: A Holistic Pathway of Dynamic Neural System on Manifold,Room 6,neuroscience_and_cognitive_science
3266,Federated Dialogue-Semantic Diffusion for Emotion Recognition under Incomplete Modalities,Room 8,deep_learning
3267,Continuous Thought Machines,Room 6,deep_learning
3268,UGoDIT: Unsupervised Group Deep Image Prior Via Transferable Weights,Room 12,applications
3269,Private Statistical Estimation via Truncation,Room 10,theory
3270,"Rethinking Circuit Completeness in Language Models: AND, OR, and ADDER Gates",Room 1,social_and_economic_aspects_of_machine_learning
3271,Flexible MOF Generation with Torsion-Aware Flow Matching,Room 2,machine_learning_for_sciences
3272,Proper Hölder-Kullback Dirichlet Diffusion: A Framework for High Dimensional Generative Modeling,Room 11,probabilistic_methods
3273,Generative Model Inversion Through the Lens of the Manifold Hypothesis,Room 8,social_and_economic_aspects_of_machine_learning
3274,Dual-Comb Ghost Imaging with Transformer-Based Reconstruction for Optical Fiber Endomicroscopy,Room 12,applications
3275,CodeGEMM: A Codebook-Centric Approach to Efficient GEMM in Quantized LLMs,Room 8,deep_learning
3276,Continuous-time Riemannian SGD and SVRG Flows on Wasserstein Probabilistic Space,Room 4,optimization
3277,"Virus Infection Attack on LLMs: Your Poisoning Can Spread ""VIA"" Synthetic Data",Room 7,social_and_economic_aspects_of_machine_learning
3278,ReAgent-V: A Reward-Driven Multi-Agent Framework for Video Understanding,Room 5,applications
3279,LLM at Network Edge: A Layer-wise Efficient Federated Fine-tuning Approach,Room 8,deep_learning
3280,Robust Neural Rendering in the Wild with Asymmetric Dual 3D Gaussian Splatting,Room 9,applications
3281,Searching Efficient Semantic Segmentation Architectures via Dynamic Path Selection,Room 1,deep_learning
3282,MultiNet: Adaptive Multi-Viewed Subgraph Convolutional Networks for Graph Classification,Room 3,general_machine_learning
3283,Mechanism Design via the Interim Relaxation,Room 6,theory
3284,Adversarial Locomotion and Motion Imitation for Humanoid Policy Learning,Room 5,reinforcement_learning
3285,On the Loss of Context Awareness in General Instruction Fine-tuning,Room 7,deep_learning
3286,Normalizing Flows are Capable Models for Continuous Control,Room 12,reinforcement_learning
3287,TF-MAS: Training-free Mamba2 Architecture Search,Room 1,deep_learning
3288,The Rich and the Simple: On the Implicit Bias of Adam and SGD,Room 1,optimization
3289,Max Entropy Moment Kalman Filter for Polynomial Systems with Arbitrary Noise,Room 6,probabilistic_methods
3290,Johnson-Lindenstrauss Lemma Beyond Euclidean Geometry,Room 12,theory
3291,Frame Context Packing and Drift Prevention in Next-Frame-Prediction Video Diffusion Models,Room 1,deep_learning
3292,Iterative Foundation Model Fine-Tuning on Multiple Rewards,Room 7,deep_learning
3293,Uncertainty Quantification with the Empirical Neural Tangent Kernel,Room 6,probabilistic_methods
3294,Mitigating Forgetting in LLM Fine-Tuning via Low-Perplexity Token Learning,Room 8,deep_learning
3295,Masked Gated Linear Unit,Room 12,deep_learning
3296,Latent Chain-of-Thought for Visual Reasoning,Room 10,deep_learning
3297,Whole-Body Conditioned Egocentric Video Prediction,Room 2,deep_learning
3298,Large Stepsizes Accelerate Gradient Descent for Regularized Logistic Regression,Room 12,optimization
3299,Visual Sync: Multi‑Camera Synchronization via Cross‑View Object Motion,Room 9,applications
3300,REOrdering Patches Improves Vision Models,Room 5,deep_learning
3301,Scaling Embedding Layers in Language Models,Room 8,deep_learning
3302,"Trajectory Balance with Asynchrony: Decoupling Exploration and Learning for Fast, Scalable LLM Post-Training",Room 10,deep_learning
3303,Unlabeled Data Improves Fine-Grained Image Zero-shot Classification with Multimodal LLMs,Room 8,applications
3304,CoLT: The conditional localization test for assessing the accuracy of neural posterior estimates,Room 4,probabilistic_methods
3305,Efficient PAC Learning for Realizable-Statistic Models via Convex Surrogates,Room 6,theory
3306,MS-GS: Multi-Appearance Sparse-View 3D Gaussian Splatting in the Wild,Room 5,applications
3307,Predictive Preference Learning from Human Interventions,Room 10,reinforcement_learning
3308,Transformers for Mixed-type Event Sequences,Room 2,deep_learning
3309,ROGR: Relightable 3D Objects using Generative Relighting,Room 5,applications
3310,Solving and Learning Partial Differential Equations with Variational Q-Exponential Processes,Room 6,probabilistic_methods
3311,LLM Query Scheduling with Prefix Reuse and Latency Constraints,Room 1,theory
3312,Risk-Averse Total-Reward Reinforcement Learning,Room 11,reinforcement_learning
3313,When Can Model-Free Reinforcement Learning be Enough for Thinking?,Room 10,reinforcement_learning
3314,Revisiting LRP: Positional Attribution as the Missing Ingredient for Transformer Explainability,Room 8,social_and_economic_aspects_of_machine_learning
3315,FedRACE: A Hierarchical and Statistical Framework for Robust Federated Learning,Room 7,social_and_economic_aspects_of_machine_learning
3316,Hamiltonian Descent Algorithms for Optimization: Accelerated Rates via Randomized Integration Time,Room 4,optimization
3317,Gradient Alignment in Physics-informed Neural Networks: A Second-Order Optimization Perspective,Room 6,machine_learning_for_sciences
3318,PT-MoE: An Efficient Finetuning Framework for Integrating Mixture-of-Experts into Prompt Tuning,Room 10,deep_learning
3319,Efficiently Escaping Saddle Points under Generalized Smoothness via Self-Bounding Regularity,Room 12,optimization
3320,Statistical Guarantees for High-Dimensional Stochastic Gradient Descent,Room 12,theory
3321,Actor-Free Continuous Control via Structurally Maximizable Q-Functions,Room 11,reinforcement_learning
3322,"Generative Data Augmentation via Diffusion Distillation, Adversarial Alignment, and Importance Reweighting",Room 11,deep_learning
3323,Tiled Flash Linear Attention: More Efficient Linear RNN and xLSTM Kernels,Room 12,deep_learning
3324,SOMBRL: Scalable and Optimistic Model-Based RL,Room 4,reinforcement_learning
3325,Cost-aware LLM-based Online Dataset Annotation,Room 3,deep_learning
3326,DynaGuide: Steering Diffusion Polices with Active Dynamic Guidance,Room 12,applications
3327,Finite-Time Analysis of Stochastic Nonconvex Nonsmooth  Optimization on the Riemannian Manifolds,Room 12,optimization
3328,ThermalGen: Style-Disentangled Flow-Based Generative Models for RGB-to-Thermal Image Translation,Room 2,deep_learning
3329,MATCH: Multi-faceted Adaptive Topo-Consistency for Semi-Supervised Histopathology Segmentation,Room 2,applications
3330,Flatten Graphs as Sequences: Transformers are Scalable Graph Generators,Room 7,deep_learning
3331,Learning from A Single Markovian Trajectory: Optimality and Variance Reduction,Room 4,optimization
3332,Generative property enhancer:  implicit guided generation through conditional density estimation,Room 7,machine_learning_for_sciences
3333,Scaling Unlocks Broader Generation and Deeper Functional Understanding of Proteins,Room 7,machine_learning_for_sciences
3334,Compliant Residual DAgger: Improving Real-World Contact-Rich Manipulation with Human Corrections,Room 5,applications
3335,Task-Optimized Convolutional Recurrent Networks Align with Tactile Processing in the Rodent Brain,Room 1,neuroscience_and_cognitive_science
3336,Entropic Time Schedulers for Generative Diffusion Models,Room 11,deep_learning
3337,STARFlow: Scaling Latent Normalizing Flows for High-resolution Image Synthesis,Room 2,deep_learning
3338,OrdShap: Feature Position Importance for Sequential Black-Box Models,Room 3,social_and_economic_aspects_of_machine_learning
3339,ElasticMM: Efficient Multimodal LLMs Serving with Elastic Multimodal Parallelism,Room 2,infrastructure
3340,Better Training Data Attribution via Better Inverse Hessian-Vector Products,Room 11,deep_learning
3341,Exploring the Noise Robustness of Online Conformal Prediction,Room 11,general_machine_learning
3342,Automated Detection of Visual Attribute Reliance with a Self-Reflective Agent,Room 8,evaluation
3343,Ranking-based Preference Optimization for Diffusion Models from Implicit User Feedback,Room 11,deep_learning
3344,Flow Equivariant Recurrent Neural Networks,Room 1,deep_learning
3345,AdaReasoner: Adaptive Reasoning Enables More Flexible Thinking,Room 10,deep_learning
3346,Learning from Reward-Free Offline Data: A Case for Planning with Latent Dynamics Models,Room 3,reinforcement_learning
3347,LABridge: Text–Image Latent Alignment Framework via Mean-Conditioned OU Process,Room 5,applications
3348,REGen: Multimodal Retrieval-Embedded Generation for Long-to-Short Video Editing,Room 2,applications
3349,Double Descent Meets Out-of-Distribution Detection: Theoretical Insights and Empirical Analysis on the Role of Model Complexity,Room 6,probabilistic_methods
3350,"Convergence of Clipped SGD on Convex $(L_0,L_1)$-Smooth Functions",Room 12,optimization
3351,Smooth Regularization for Efficient Video Recognition,Room 5,deep_learning
3352,LLM Safety Alignment is Divergence Estimation in Disguise,Room 3,deep_learning
3353,Learning-Augmented Algorithms for $k$-median via Online Learning,Room 1,theory
3354,Alias-Free ViT: Fractional Shift Invariance via Linear Attention,Room 9,deep_learning
3355,TiRex: Zero-Shot Forecasting Across Long and Short Horizons with Enhanced In-Context Learning,Room 2,deep_learning
3356,Pretraining a Shared Q-Network for Data-Efficient Offline Reinforcement Learning,Room 3,reinforcement_learning
3357,SDTagNet: Leveraging Text-Annotated Navigation Maps for Online HD Map Construction,Room 5,applications
3358,Bi-Level Decision-Focused Causal Learning for Large-Scale Marketing Optimization: Bridging Observational and Experimental Data,Room 12,deep_learning
3359,LayerCraft: Enhancing Text-to-Image Generation with CoT Reasoning and Layered Object Integration,Room 2,applications
3360,Self-Training with Dynamic Weighting for Robust Gradual Domain Adaptation,Room 5,general_machine_learning
3361,Can Agent Fix Agent Issues?,Room 3,evaluation
3362,Achieving $\tilde{\mathcal{O}}(1/N)$ Optimality Gap in Restless Bandits through Gaussian Approximation,Room 1,reinforcement_learning
3363,$\epsilon$-Seg: Sparsely Supervised Semantic Segmentation of  Microscopy Data,Room 2,machine_learning_for_sciences
3364,EVODiff: Entropy-aware Variance Optimized Diffusion Inference,Room 11,deep_learning
3365,On the Surprising Effectiveness of Large Learning Rates under Standard Width Scaling,Room 4,deep_learning
3366,Private Geometric Median in Nearly-Linear Time,Room 4,social_and_economic_aspects_of_machine_learning
3367,Flash Invariant Point Attention,Room 2,machine_learning_for_sciences
3368,Accelerated Vertical Federated Adversarial Learning through Decoupling Layer-Wise Dependencies,Room 3,deep_learning
3369,UGG-ReID: Uncertainty-Guided Graph Model for Multi-Modal Object Re-Identification,Room 5,deep_learning
3370,ProfiX: Improving Profile-Guided Optimization in Compilers with Graph Neural Networks,Room 9,applications
3371,Seg4Diff: Unveiling Open-Vocabulary Semantic Segmentation in Text-to-Image Diffusion Transformers,Room 5,deep_learning
3372,AMBER: Adaptive Mesh Generation by Iterative Mesh Resolution Prediction,Room 2,machine_learning_for_sciences
3373,SmallKV: Small Model Assisted Compensation of KV Cache Compression for Efficient LLM Inference,Room 7,deep_learning
3374,Soft Task-Aware Routing of Experts for Equivariant Representation Learning,Room 2,deep_learning
3375,Dynamic Masking and Auxiliary Hash Learning for Enhanced Cross-Modal Retrieval,Room 2,deep_learning
3376,Monotone and Separable Set Functions: Characterizations and Neural Models,Room 1,other
3377,Robust Estimation Under Heterogeneous Corruption Rates,Room 4,theory
3378,3D-GSRD: 3D Molecular Graph Auto-Encoder with Selective Re-mask Decoding,Room 2,machine_learning_for_sciences
3379,SteerConf: Steering LLMs for Confidence Elicitation,Room 3,social_and_economic_aspects_of_machine_learning
3380,MoniTor: Exploiting Large Language Models with Instruction for Online Video Anomaly Detection,Room 2,applications
3381,Classical Planning with LLM-Generated Heuristics: Challenging the State of the Art with Python Code,Room 3,reinforcement_learning
3382,MPCache: MPC-Friendly KV Cache Eviction for Efficient Private LLM Inference,Room 3,social_and_economic_aspects_of_machine_learning
3383,Human-assisted Robotic Policy Refinement via Action Preference Optimization,Room 10,deep_learning
3384,Geometric Algebra-Enhanced Bayesian Flow Network for RNA Inverse Design,Room 7,machine_learning_for_sciences
3385,Uncertainty-Informed Meta Pseudo Labeling for Surrogate Modeling with Limited Labeled Data,Room 11,general_machine_learning
3386,Confidence-Aware With Prototype Alignment for Partial Multi-label Learning,Room 6,general_machine_learning
3387,CALM-PDE: Continuous and Adaptive Convolutions for Latent Space Modeling of Time-dependent PDEs,Room 2,machine_learning_for_sciences
3388,$\textit{Hyper-GoalNet}$: Goal-Conditioned Manipulation Policy Learning with HyperNetworks,Room 12,applications
3389,A Principle of Targeted Intervention for Multi-Agent Reinforcement Learning,Room 12,reinforcement_learning
3390,Multimodal Causal Reasoning for UAV Object Detection,Room 2,applications
3391,On the Empirical Power of Goodness-of-Fit Tests in Watermark Detection,Room 11,evaluation
3392,"Strassen Attention, Split VC Dimension and Compositionality in Transformers",Room 3,deep_learning
3393,OLinear: A Linear Model for Time Series Forecasting in Orthogonally Transformed Domain,Room 6,deep_learning
3394,Dynamical Low-Rank Compression of Neural Networks with Robustness under Adversarial Attacks,Room 10,deep_learning
3395,Sample-efficient Learning of Concepts with Theoretical Guarantees: from Data to Concepts without Interventions,Room 3,social_and_economic_aspects_of_machine_learning
3396,DAAC: Discrepancy-Aware Adaptive Contrastive Learning for Medical Time series,Room 2,neuroscience_and_cognitive_science
3397,Scalable and Cost-Efficient de Novo Template-Based Molecular Generation,Room 7,machine_learning_for_sciences
3398,VLA-OS: Structuring and Dissecting Planning Representations and Paradigms in Vision-Language-Action Models,Room 2,evaluation
3399,SPACE: Noise Contrastive Estimation Stabilizes Self-Play Fine-Tuning for Large Language Models,Room 8,deep_learning
3400,Convolution Goes Higher-Order:  A Biologically Inspired Mechanism Empowers Image Classification,Room 9,deep_learning
3401,Pool Me Wisely: On the Effect of Pooling in Transformer-Based Models,Room 8,deep_learning
3402,Epistemic Uncertainty Estimation in Regression Ensemble Models with Pairwise Epistemic Estimators,Room 1,general_machine_learning
3403,Path Gradients after Flow Matching,Room 4,machine_learning_for_sciences
3404,Learning from Videos for 3D World: Enhancing MLLMs with 3D Vision Geometry Priors,Room 5,deep_learning
3405,When Models Don’t Collapse: On the Consistency of Iterative MLE,Room 1,theory
3406,From Sequence to Structure: Uncovering Substructure Reasoning in Transformers,Room 7,other
3407,Modeling Neural Activity with Conditionally Linear Dynamical Systems,Room 6,neuroscience_and_cognitive_science
3408,Balancing Multimodal Training Through Game-Theoretic Regularization,Room 8,deep_learning
3409,An Investigation of Memorization Risk in Healthcare Foundation Models,Room 3,machine_learning_for_sciences
3410,ChatbotID: Identifying Chatbots with Granger Causality Test,Room 3,applications
3411,PseuZO: Pseudo-Zeroth-Order Algorithm for Training Deep Neural Networks,Room 7,deep_learning
3412,Multi-dataset Joint Pre-training of Emotional EEG Enables Generalizable Affective Computing,Room 2,neuroscience_and_cognitive_science
3413,QoQ-Med: Building Multimodal Clinical Foundation Models with Domain-Aware GRPO Training,Room 3,applications
3414,PermLLM: Learnable Channel Permutation for N:M Sparse Large Language Models,Room 7,deep_learning
3415,"Gated Attention for Large Language Models: Non-linearity, Sparsity, and Attention-Sink-Free",Room 3,deep_learning
3416,Probing Equivariance and Symmetry Breaking in Convolutional Networks,Room 2,deep_learning
3417,A Dynamic Learning Strategy for Dempster-Shafer Theory with Applications in Classification and Enhancement,Room 4,theory
3418,Robust Explanations of Graph Neural Networks via Graph Curvatures,Room 1,social_and_economic_aspects_of_machine_learning
3419,From stability of Langevin diffusion to convergence of proximal MCMC for non-log-concave sampling,Room 6,probabilistic_methods
3420,On Logic-based Self-Explainable Graph Neural Networks,Room 1,social_and_economic_aspects_of_machine_learning
3421,Bipolar Self-attention for Spiking Transformers,Room 9,neuroscience_and_cognitive_science
3422,Dendritic Resonate-and-Fire Neuron for Effective and Efficient Long Sequence Modeling,Room 12,neuroscience_and_cognitive_science
3423,Sampled Estimators For Softmax Must Be Biased,Room 4,general_machine_learning
3424,Channel Matters: Estimating Channel Influence for Multivariate Time Series,Room 8,deep_learning
3425,Combinatorial Ski Rental Problem: Robust and Learning-Augmented Algorithms,Room 6,theory
3426,Local-Global Coupling Spiking Graph Transformer  for Brain Disorders Diagnosis from Two Perspectives,Room 6,neuroscience_and_cognitive_science
3427,Online Functional Tensor Decomposition via Continual Learning for Streaming Data Completion,Room 1,general_machine_learning
3428,Neural Emulator Superiority: When Machine Learning for PDEs Surpasses its Training Data,Room 4,machine_learning_for_sciences
3429,Tree-Sliced Entropy Partial Transport,Room 6,general_machine_learning
3430,DON’T NEED RETRAINING: A Mixture of DETR and Vision Foundation Models for Cross-Domain Few-Shot Object Detection,Room 2,applications
3431,BTL-UI: Blink-Think-Link Reasoning Model for GUI Agent,Room 3,applications
3432,ToF-IP: Time-of-Flight Enhanced Sparse Inertial Poser for Real-time Human Motion Capture,Room 9,applications
3433,Rethinking Losses for Diffusion Bridge Samplers,Room 11,probabilistic_methods
3434,Out-of-Distribution Generalized Graph Anomaly Detection with Homophily-aware Environment Mixup,Room 6,applications
3435,A Generalist Intracortical Motor Decoder,Room 8,neuroscience_and_cognitive_science
3436,MS-BART: Unified Modeling of Mass Spectra and Molecules for Structure Elucidation,Room 11,machine_learning_for_sciences
3437,TrajMamba: An Efficient and Semantic-rich Vehicle Trajectory Pre-training Model,Room 2,applications
3438,Tensor Product Attention Is All You Need,Room 8,deep_learning
3439,Enhancing Temporal Understanding in Video-LLMs through Stacked Temporal Attention in Vision Encoders,Room 5,deep_learning
3440,ShapeEmbed: a self-supervised learning framework for 2D contour quantification,Room 6,machine_learning_for_sciences
3441,Put CASH on Bandits: A Max K-Armed Problem for Automated Machine Learning,Room 1,general_machine_learning
3442,Uncertainty-quantified Rollout Policy Adaptation for Unlabelled Cross-domain Video Temporal Grounding,Room 5,applications
